Player_ID,Match_ID,Player_Name,Team,Country,Age,Gender,Coach_Name,Sport_Type,Match_Date,Match_Fee,Bonus,Sponsorship_Amount,Score,Assists,Goals,Wickets,Ticket_Sales,Merch_Sales,Venue,Weather,Win_Status,Rating,Feedback_Score,Fan_ID,Payment_Mode,Fan_Purchase_Amount,Minutes_Played,Matches_Played,Fan_Email,Fan_Phone,Fan_Count,Merch_ID
1091,5044,Rohit ,KKR,India,28,mal,,Cricket,27-05-2021,3066,,250729,187,6,4,4,,15677,Mumbai,,DRAW,,,80735,,14758,,25,,,1214,170
1110,5144,,,sri lanka,43,Male,Rahul Dravid,,13-11-2022,-1785,1195,,75,7,6,1,,,,,,3.8,4,83387,creadit card,18904,,15,,9876543210,1961,32
1187,5103,Joe Root,KKR,Sri Lanka,38,Female,None,Basketball,28-01-2024,,,1208327,144,5,0,0,,,Kolkata, ,win ,7.7,7,82659,,2442,,27,abc@gmail.com,9999999999,2995,160
1198,5084,Bumrah,Barcelona,sri lanka,47,Female,, ,05-12-2020,,1768,713588,78,1,2,3,23059,1988,Delhi,Cloudy,Draw,6,,80448,credit card,8922,,9,xyz@,12345,4612,199
1171,5193, Virat,CSK,sri lanka,32,male,None,,27-03-2023,1555,-372,982709,72,6,2,0,,15125,Mumbai,,Lose,9.1,4,81835,cash,4465,103,25,,,4940,150
1007,5133,Joe Root,KKR,australia,27,mal,, ,05-03-2021,-881,,212902,166,8,1,2,37229,6741,Kolkata,Sunny,DRAW,,,84715,,11022,,14,xyz@,12345,1547,77
1174,5107, Virat,RCB,australia,39,Male,,Basketball,21-01-2024,,,,169,4,7,3,41118,,,Rainy,DRAW,8.4,0,80613, ,,,12,abc@gmail.com,9876543210,4915,21
1034,5017,Ronaldo,RCB,Australia,58,Male,John Smith,footbal,20-11-2023,,2365,,175,1,4,0,22991,,Mumbai,Sunny,,6.3,1,81433,creadit card,13058,120,7,,9999999999,2858,150
1080,5093,Bumrah,,australia,57,female,,Tennis,22-03-2020,,1730,,139,3,0,0,,2525,Mumbai, ,win ,1.1,5,80876,upi,,68,21,,,761,34
1163,5149,Dhoni,Lakers,australia,26,Male, ,Cricket,12-05-2023,,,369408,95,2,1,0,,2000,,Sunny,win ,8.9,,82575,cash,12407,,26,abc@gmail.com,,2366,138
1049,5032,,RCB,sri lanka,57,female,, ,09-12-2021,,,555903,88,3,0,5,,,Kolkata,Cloudy,Draw,,,81133,cash,,,12,,,4206,65
1103,5157,Messi,RCB,india,51,femal,,footbal,19-09-2023,,-283,,102,9,5,3,,14125,, ,Lose,2,5,84870,,,,23,user@yahoo,9876543210,1841,65
1131,5125,Smith,,INDIA,52,mal,,basktball,05-12-2023,1132,,683275,145,6,8,0,37459,14224,,,Draw,,5,80671,creadit card,13833,88,6,user@yahoo,,4902,88
1001,5159,Messi,Lakers,Australia,11,mal,Rahul Dravid,basktball,01-12-2020,710,604,1446899,5,9,6,0,58908,,, , lose,,0,81630,credit card,,83,16,user@yahoo,12345,1496,67
1133,5169,Messi,KKR,India,41,Female, ,Basketball,18-09-2022,,,,121,7,4,2,2826,17165,Delhi,Cloudy,,5.9,,83318,,6443,98,3,,12345,3919,43
1053,5121,Joe Root,KKR,sri lanka,61,Male,Rahul Dravid,Football,27-07-2020,,1359,241849,170,0,2,0,50491,, , ,win ,,,80360,credit card,20,84,6,xyz@,9876543210,3088,115
1105,5137,,Barcelona,Australia,10,mal,,Basketball,,-1526,1793,,115,7,7,0,30975,,,Rainy, lose,3,,82392,netbanking,19430,,15,user@yahoo,9999999999,1243,169
1003,5114,Bumrah,Lakers,australia,20,male,None,Football,31-07-2021,,,1198410,162,4,9,4,,,Chennai,Rainy,Lose,1.3,0,83901,upi,5169,104,24,user@yahoo,12345,4582,141
1053,5163,,MI,India,68,Other,None,basktball,31-05-2023,30,,314726,181,6,3,3,,,Bangalore,Cloudy,Win,,,80797,,,,1,xyz@,12345,4906,118
1190,5161,,RCB,,13,Female, ,,16-09-2021,,2036,534886,61,0,8,4,4787,10623,Bangalore, ,win ,,,81783,upi,9576,15,20,abc@gmail.com,9876543210,2043,4
1145,5027, Virat,CSK,INDIA,27,femal,John Smith,Tennis,10-04-2023,5231,,,196,1,4,5,38750,10825,,Sunny,Lose,,,80066,credit card,,32,24,xyz@,9876543210,3376,23
1043,5010, ,Lakers,australia,65,female,Rahul Dravid,Cricket,31-07-2020,5214,1672,,143,0,5,2,,8724,Bangalore,,,,,83034,,10710,,24,user@yahoo,9999999999,516,70
1161,5166,,,INDIA,45,Female, ,Basketball,31-05-2021,,923,,135,4,4,4,43841,,Mumbai, , lose,,,82090,netbanking,,,21,abc@gmail.com,12345,834,162
1189,5046,Smith,CSK,australia,55,male,,Basketball,04-01-2021,-1019,,886228,88,5,9,5,,1928, ,Cloudy,win ,,7,82276,creadit card,19120,119,22,xyz@,,623,41
1013,5126,Hardik,MI,India,65,female,None,footbal,27-07-2022,,,704772,95,9,6,1,,,Bangalore,,Lose,,,83515,upi,,103,24,abc@gmail.com,,1047,146
1094,5146,Joe Root,,,44,Mle,Rahul Dravid,basktball,07-04-2020,,,1434217,125,8,6,3,,,,Sunny,Win,,,80233,cash,,18,13,,,1564,120
1047,5117,Smith,RCB,Australia,42,femal,None, ,22-10-2020,4264,534,261599,89,7,0,0,55516,,,Cloudy,Lose,1.7,,81222,,,99,13,xyz@,9876543210,3982,90
1014,5142,Dhoni,Barcelona,Australia,19,femal,John Smith, ,17-05-2022,55,1360,,85,6,1,4,48081,, , , lose,6.7,,82544,cash,,53,25,abc@gmail.com,,496,161
1199,5125,Ronaldo,MI,sri lanka,49,Male,None,Cricket,26-05-2022,2331,-355,,158,4,6,4,,7255,,Rainy,win ,,3,81055, ,14679,63,7,abc@gmail.com,,2429,153
1189,5155,Bumrah,CSK,india,28,mal,,basktball,22-08-2023,,,,137,2,7,0,,12492,Mumbai,rainy,Lose,,4,84554,upiid,,,29,,,2263,52
1039,5151,,Barcelona,India,55,male,,Tennis,14-01-2023,-846,,118129,183,8,3,0,47771,7245,Kolkata,,Lose,,,83347, ,218,79,25,user@yahoo,,542,145
1081,5071,Hardik,MI,,11,mal,, ,08-11-2021,16,2954,1156111,120,4,5,2,28982,855,Chennai,rainy,Win,4.3,3,81169,credit card,,,5,xyz@,9999999999,915,51
1110,5106,Joe Root,KKR,England,42,Female, , ,12-06-2021,,,,75,2,9,4,42916,209,Kolkata,Rainy,DRAW,5.8,,84101,netbanking,,63,21,xyz@,12345,1801,131
1052,5136,,Barcelona,,9,Other,,Basketball,21-05-2020,763,,1424207,91,2,2,4,31613,,Bangalore,rainy, lose,,1,80493,creadit card,,9,6,,,3082,55
1023,5174,Messi,KKR,,11,Other,Rahul Dravid,Tennis,,2396,,597878,69,2,6,1,20896,5586,Delhi,,win ,4.1,3,83179, ,,48,6,abc@gmail.com,12345,81,184
1153,5032,Rohit ,KKR,England,69,mal, ,Football,05-10-2020,5054,,350204,147,5,2,5,57262,17260,,rainy,,6.7,,83843,upiid,18978,,1,user@yahoo,9999999999,1179,119
1187,5189,Joe Root,KKR,England,27,male,John Smith,basktball,18-11-2023,,,,132,0,6,1,29759,,Mumbai,rainy,Win,,3,81363,creadit card,,,24,abc@gmail.com,9999999999,165,113
1123,5018,Rohit ,RCB,india,32,female, ,Cricket,07-01-2020,-479,,,22,3,7,4,31671,,Mumbai,, lose,4.7,,83398,upiid,,73,3,abc@gmail.com,,2255,35
1040,5194,Messi,Lakers,sri lanka,20,Mle,None, ,09-06-2022,4629,,,136,7,2,1,47973,16805,Mumbai,Rainy,win ,8.8,,81056,upi,,,12,,9876543210,2071,68
1156,5073,Ronaldo,RCB,australia,30,Mle,None,Cricket,20-09-2023,,,,57,2,1,4,,2185,Delhi, ,Lose,9.8,5,80142,upiid,7883,61,28,xyz@,12345,806,187
1014,5167,Bumrah,MI,INDIA,69,Male,,footbal,05-04-2023,-405,,141630,186,4,5,3,,,,Cloudy,win ,,5,83315,,10585,119,9,abc@gmail.com,12345,2738,92
1044,5174, Virat,MI,england,42,Female,,footbal,25-05-2021,,2032,96295,181,1,3,2,,, ,,Draw,2.8,,84831,credit card,18399,69,8,xyz@,12345,331,59
1064,5192,Joe Root,,,11,female,John Smith,Basketball,05-12-2023,2005,190,,45,1,7,1,,,Kolkata,,,,3,82773,upi,,,14,,9999999999,3590,13
1088,5156, ,Barcelona,australia,60,Mle,,Football,17-12-2022,5287,,,21,6,1,4,36935,,,,Draw,9.3,,81884,creadit card,19837,,11,user@yahoo,12345,1534,62
1070,5177,Messi,KKR,England,60,Male, ,basktball,22-05-2023,4012,2669,1056510,191,9,3,1,12738,,Bangalore,Cloudy,DRAW,,3,82264,creadit card,2743,,26,,12345,180,94
1008,5097,Joe Root,Lakers,India,51,Other,, ,02-10-2023,4650,454,,7,2,1,5,22331,2159,Delhi,,DRAW,3.2,0,81924,credit card,11900,,9,,,1316,175
1087,5140,,CSK,,63,female, ,Basketball,,,,212736,122,4,1,2,,3681,Kolkata,rainy,,4.1,3,84045,creadit card,,57,18,abc@gmail.com,12345,1106,3
1128,5128,Dhoni,Lakers,India,35,femal,John Smith,footbal,18-04-2022,-1848,241,693319,19,2,1,3,33320,15826,Chennai,Cloudy,Draw,,1,82481,upi,313,111,20,xyz@,,1589,21
1135,5161,Ronaldo,CSK,England,55,Mle,John Smith,footbal,15-12-2023,,,,178,5,0,0,,12520,Mumbai,rainy,Draw,5.5,4,81890,credit card,,15,4,user@yahoo,,2486,104
1062,5092,,Lakers,Australia,40,female,None, ,07-05-2020,,,907655,77,9,3,0,,4723,Kolkata,,Win,,3,83125, ,,59,6,abc@gmail.com,9999999999,2590,65
1138,5175,Dhoni,Barcelona,australia,41,Other,Rahul Dravid,Basketball,27-02-2020,,2014,,38,2,1,1,,, ,Rainy,win ,,,80941,cash,16349,53,27,,12345,2240,146
1080,5047,Smith,CSK,INDIA,62,male,,Cricket,31-05-2021,2853,,305014,36,7,8,4,915,,,Cloudy,Lose,,,81615,creadit card,3593,20,19,xyz@,9876543210,487,13
1135,5176,Bumrah,Barcelona,australia,19,mal,,basktball,20-04-2021,3702,,,177,1,8,5,,125,,,Draw,,1,81968,,16083,,10,abc@gmail.com,9999999999,611,199
1162,5063,Smith,,India,40,Male,,Tennis,05-12-2023,2765,1076,953655,161,2,6,2,42260,4950,,rainy,win ,7.5,7,83222, ,11279,,15,,12345,3420,77
1162,5060,Joe Root,Barcelona,sri lanka,31,female,None,Football,05-09-2021,4016,1747,,74,7,5,3,,231,Chennai,rainy,Lose,8.8,,84150,,,,12,abc@gmail.com,,3194,109
1032,5156,Hardik,KKR,,51,female, ,,12-05-2023,690,1154,,117,7,2,3,11761,18699,Kolkata,,DRAW,,,81471,upiid,5321,5,27,xyz@,,1397,96
1122,5038,Hardik,Barcelona,,52,femal,Rahul Dravid, ,26-12-2020,,,1197282,103,0,6,3,49301,5226, ,Rainy,win ,,,81058,creadit card,,47,3,,9999999999,1456,93
1004,5127,Bumrah,MI,india,10,Female,,,05-01-2024,5218,1701,,160,7,0,0,46273,, ,Cloudy,DRAW,1.1,,81006,upi,7490,73,15,abc@gmail.com,,2193,45
1040,5087, ,Lakers,england,66,Male,, ,04-01-2023,,,,30,9,8,2,,,Chennai,rainy,,,6,83190,creadit card,16453,103,12,abc@gmail.com,,3074,62
1027,5025,Ronaldo,MI,,21,Female,,Cricket,05-08-2021,,2579,,122,1,3,0,,, , ,Draw,4,,81220,upi,18317,,28,user@yahoo,9999999999,1337,30
1134,5016, ,Barcelona,australia,14,femal,,,22-12-2021,,322,1351827,53,6,5,1,,4995,Bangalore,Cloudy,win ,7.8,0,84661,credit card,,,0,abc@gmail.com,,4422,14
1071,5070,Ronaldo,MI,,37,Other, ,footbal,03-08-2020,,,1241131,171,5,5,3,,19171,Kolkata,,win ,7,1,84866,creadit card,,114,21,,,2200,181
1011,5012,Messi,MI,,68,Male, ,,,,-164,,33,1,2,2,1615,3610,,Cloudy,Lose,,,81797,,,4,3,xyz@,9999999999,4497,10
1161,5068,Joe Root,CSK,,19,Male,,footbal,03-10-2022,,-184,,198,4,3,3,,3770,,Sunny,Lose,,5,84973,upiid,,,26,xyz@,,2867,159
1032,5025,Smith,CSK,sri lanka,65,femal,Rahul Dravid,Basketball,12-05-2023,2842,,1188144,121,6,9,0,,,Delhi,Rainy,Draw,3,1,82871,,10882,,14,abc@gmail.com,9999999999,4583,6
1047,5048,Hardik,MI,Australia,22,Female,,,07-04-2020,,-35,,112,7,2,0,,434,,,Lose,1.6,5,80513, ,,67,25,,,3882,119
1150,5194,Dhoni,Barcelona,Sri Lanka,53,Mle, ,footbal,15-10-2021,,1319,280722,61,2,5,0,14556,,,Cloudy, lose,5.8,2,81617,credit card,1699,,25,,9999999999,2114,19
1061,5006, Virat,,Australia,28,Mle,None,Cricket,29-06-2023,,,1341947,22,0,0,3,,9196,Kolkata,Rainy,Lose,9,,84517,upi,12059,,20,,,2136,12
1036,5057,Rohit ,RCB,England,12,male, ,Football,01-04-2022,1856,,986889,45,6,7,2,11332,,,rainy,Win,9.7,0,84612,credit card,12486,32,29,,12345,78,117
1098,5048, Virat,KKR,australia,53,Male,,Football,29-10-2021,,1444,,55,4,7,2,31902,236,Mumbai,Rainy,win ,6.8,,83757,upiid,,,26,,9999999999,377,192
1171,5102,Smith,RCB,Australia,21,Other,John Smith,Basketball,06-12-2022,12,,1498286,134,4,8,1,7322,,Kolkata,Sunny,DRAW,6.3,7,82032,netbanking,,,24,,,164,103
1103,5052,,RCB,,39,Mle,,Basketball,,,1368,,117,6,5,3,,16054,,Rainy,Lose,,,83210,,5528,,15,,,4844,114
1034,5192,Smith,RCB,,21,male,,Cricket,26-12-2020,,1325,,188,0,0,1,,5872,Chennai,Sunny,Lose,7.1,7,80704,upiid,,82,3,xyz@,,1720,82
1192,5061,,MI,england,44,mal,,Cricket,05-12-2023,,2564,,130,7,2,5,,19550, ,Cloudy,,6.3,,81673, ,,77,16,xyz@,,2984,183
1100,5016,Ronaldo,MI,INDIA,48,mal,,basktball,07-12-2022,,428,,165,9,0,1,,14796,Chennai,Sunny,DRAW,5.7,7,83699,credit card,,,10,xyz@,,154,195
1174,5170, ,Barcelona,Sri Lanka,47,mal, ,basktball,11-04-2023,,,92163,161,4,4,1,24314,5377,Delhi,rainy,Lose,1.6,,82091,netbanking,,100,24,user@yahoo,,1146,9
1130,5024, Virat,MI,Australia,8,Mle,None,Basketball,10-06-2023,3119,,,112,7,2,1,735,6117,,,Win,6.2,,84953,upi,-931,,4,,9876543210,1063,134
1000,5130,Ronaldo,Barcelona,england,10,Other,John Smith,,03-01-2024,,1783,146222,43,9,1,0,42973,,Chennai,Cloudy,Lose,,2,82848,,,,25,,9876543210,2216,129
1004,5028,Ronaldo,MI,England,67,Female, ,basktball,25-12-2020,,,,127,9,2,5,,,Kolkata,Cloudy,,9.7,7,84314, ,8989,,12,abc@gmail.com,,2839,170
1141,5116, ,Barcelona,INDIA,32,Mle, ,footbal,19-11-2023,-144,,319791,107,4,8,1,,59,Delhi,Rainy,Win,8.2,0,84663, ,,,11,,9876543210,1463,93
1102,5159,Dhoni,RCB,Sri Lanka,21,male,John Smith,footbal,08-07-2022,,,14718,157,6,7,2,,9163,Bangalore,rainy,Draw,8.7,0,81777,credit card,,,28,abc@gmail.com,9999999999,3470,183
1026,5025,Hardik,KKR,india,65,femal,,footbal,01-04-2020,-211,2209,7814,16,9,2,1,42805,,Bangalore,Sunny,Win,,,84353,creadit card,,76,26,,,1516,177
1136,5123,Bumrah,RCB,Sri Lanka,52,mal,,,13-10-2023,,-8,371423,58,2,1,0,12466,18771,,Sunny,DRAW,9.1,,80892, ,-704,,22,abc@gmail.com,,3050,99
1014,5143,Hardik,Lakers,INDIA,15,female,John Smith, ,11-02-2023,5764,,1193620,137,1,4,4,,9162,Bangalore,Sunny,Lose,,,80971,upiid,,80,2,,,4423,99
1089,5024,Rohit ,Lakers,Sri Lanka,67,male,,,09-12-2020,2006,,617192,98,5,0,5,9008,7042,,,win ,7.5,,80102,creadit card,,,3,abc@gmail.com,,1526,30
